Index,Rehnan-PM2.5
6727,40.6
6728,33.41
6729,32.73
6730,33.58
6731,30.56
6732,27.23
6733,25.89
6734,22.66
6735,18.37
6736,15.74
6737,15.37
6738,14.25
6739,14.67
6740,27.53
6741,43.61
6742,46.47
6743,45.3
6744,41.5
6745,40.03
6746,39.2
6747,33.51
6748,32.29
6749,30.44
6750,31.71
6751,34.33
6752,40.62
6753,42.33
6754,38.78
6755,38.4
6756,31.6
6757,29.54
6758,25.78
6759,25.63
6760,27.87
6761,22.87
6762,20.31
6763,19.7
6764,23.04
6765,32.18
6766,39.79
6767,43.9
6768,46.26
6769,48.05
6770,46.23
6771,43.15
6772,43.4
6773,38.29
6774,32.46
6775,32.83
6776,33.48
6777,34.63
6778,32.21
6779,28.76
6780,26.49
6781,24.54
6782,22.76
6783,26.75
6784,24.29
6785,17.82
6786,13.47
6787,17.07
6788,20.89
6789,25.93
6790,25.71
6791,23.43
6792,25.16
6793,22.14
6794,19.74
6795,20.73
6796,29.16
6797,31.72
6798,35.3
6799,39.04
6800,42.25
6801,41.88
6802,39.33
6803,36.49
6804,30.83
6805,27.52
6806,28.53
6807,32.47
6808,28.15
6809,23.32
6810,18.21
6811,16.36
6812,20.92
6813,20.4
6814,19.85
6815,19.53
6816,20.51
6817,19.51
6818,21.8
6819,30.47
6820,29.6
6821,27.85
6822,33.86
6823,38.7
6824,46.2
6825,49.4
6826,44.59
6827,39.58
6828,33.21
6829,28.98
6830,27.22
6831,24.12
6832,25.99
6833,25.34
6834,19.34
6835,20.04
6836,20.89
6837,22.95
6838,21.44
6839,17.91
6840,16.58
6841,20.26
6842,21.75
6843,25.86
6844,29.05
6845,27.19
6846,29.11
6847,34.25
6848,34.82
6849,35.17
6850,31.57
6851,29.66
6852,24.23
6853,21.53
6854,21.66
6855,21.22
6856,20.52
6857,18.74
6858,18.57
6859,16.54
6860,17.97
6861,25.54
6862,26.82
6863,24.05
6864,21.21
6865,18.94
6866,22.27
6867,27.16
6868,24.22
6869,22.87
6870,30.06
6871,40.97
6872,43.8
6873,41.71
6874,41.0
6875,33.51
6876,29.46
6877,27.91
6878,25.8
6879,23.5
6880,21.3
6881,18.22
6882,13.65
6883,9.89
6884,15.92
6885,18.29
6886,22.18
6887,20.68
6888,18.18
6889,14.77
6890,13.21
6891,12.02
6892,17.65
6893,41.22
6894,48.34
6895,50.6
6896,43.58
6897,37.02
6898,31.6
6899,26.13
6900,21.29
6901,21.13
6902,19.73
6903,20.87
6904,20.78
6905,18.29
6906,14.03
6907,12.39
6908,14.74
6909,19.24
6910,18.71
6911,14.21
6912,15.83
6913,14.51
6914,16.75
6915,35.7
6916,49.75
6917,42.78
6918,42.66
6919,45.3
6920,42.87
6921,40.32
6922,33.55
6923,29.93
6924,31.65
6925,30.19
6926,26.8
6927,29.21
6928,25.78
6929,23.3
6930,19.1
6931,14.32
6932,17.18
6933,21.81
6934,19.86
6935,23.12
6936,21.18
6937,15.08
6938,13.44
6939,17.71
6940,20.73
6941,29.99
6942,43.13
6943,51.31
6944,44.02
6945,43.12
6946,39.97
6947,32.66
6948,30.27
6949,28.24
6950,22.62
6951,26.76
6952,24.84
6953,18.31
6954,17.86
6955,19.21
6956,22.07
6957,25.7
6958,24.54
6959,23.04
6960,21.11
6961,19.24
6962,16.94
6963,16.09
6964,16.88
6965,25.82
6966,45.62
6967,57.38
6968,53.8
6969,47.43
6970,41.19
6971,40.25
6972,34.85
6973,29.77
6974,26.28
6975,27.25
6976,23.51
6977,19.89
6978,15.74
6979,12.57
6980,17.98
6981,24.97
6982,23.58
6983,19.36
6984,16.83
6985,21.01
6986,19.55
6987,19.38
6988,21.21
6989,27.5
6990,35.9
6991,40.94
6992,43.15
6993,44.59
6994,40.45
6995,35.47
6996,30.47
6997,24.68
6998,24.58
6999,27.54
7000,25.56
7001,19.44
7002,15.55
7003,17.16
7004,17.99
7005,16.86
7006,13.77
7007,9.97
7008,11.63
7009,20.2
7010,19.56
7011,19.63
7012,21.8
7013,20.64
7014,28.04
7015,38.27
7016,41.2
7017,40.23
7018,38.59
7019,32.91
7020,24.86
7021,17.99
7022,20.82
7023,25.58
7024,22.06
7025,18.69
7026,15.57
7027,18.48
7028,24.7
7029,26.27
7030,21.14
7031,15.87
7032,15.49
7033,22.32
7034,27.25
7035,34.29
7036,35.7
7037,37.38
7038,38.6
7039,40.05
7040,37.86
7041,34.59
7042,32.78
7043,32.93
7044,28.32
7045,24.21
7046,22.02
7047,23.46
7048,21.11
7049,17.22
7050,16.77
7051,17.84
7052,32.14
7053,43.69
7054,48.57
7055,59.03
7056,59.15
7057,49.76
7058,43.44
7059,39.67
7060,37.72
7061,40.22
7062,45.69
7063,48.74
7064,51.78
7065,49.07
7066,38.19
7067,32.43
7068,29.75
7069,25.69
7070,26.36
7071,31.79
7072,28.1
7073,24.05
7074,22.8
7075,23.81
7076,28.65
7077,37.17
7078,37.08
7079,36.0
7080,33.83
7081,31.0
7082,30.37
7083,30.74
7084,30.16
7085,26.81
7086,28.24
7087,34.96
7088,35.2
7089,37.7
7090,34.83
7091,32.61
7092,27.24
7093,27.95
7094,26.81
7095,24.62
7096,22.4
7097,21.0
7098,19.56
7099,16.9
7100,16.85
7101,17.11
7102,18.6
7103,18.36
7104,19.48
7105,20.0
7106,18.11
7107,20.43
7108,18.49
7109,15.47
7110,20.34
7111,29.16
7112,26.64
7113,26.11
7114,27.0
7115,21.68
7116,22.64
7117,21.62
7118,22.79
7119,21.11
7120,16.96
7121,17.54
7122,15.03
7123,19.99
7124,28.89
7125,38.55
7126,41.81
7127,40.33
7128,42.01
7129,48.21
7130,44.88
7131,37.76
7132,30.29
7133,28.46
7134,27.48
7135,31.07
7136,32.01
7137,33.77
7138,34.32
7139,27.37
7140,26.61
7141,26.52
7142,21.17
7143,20.02
7144,21.64
7145,19.05
7146,17.52
7147,19.6
7148,28.67
7149,38.01
7150,41.28
7151,36.79
7152,33.92
7153,31.48
7154,25.91
7155,27.1
7156,23.6
7157,17.18
7158,17.52
7159,25.22
7160,30.13
7161,31.86
7162,30.56
7163,29.98
7164,29.09
7165,25.59
7166,21.17
7167,23.66
7168,23.37
7169,19.48
7170,15.07
7171,15.07
7172,23.64
7173,35.15
7174,36.79
7175,35.75
7176,38.41
7177,41.53
7178,44.89
7179,42.8
7180,37.27
7181,31.08
7182,26.82
7183,32.98
7184,33.2
7185,35.52
7186,34.15
7187,32.2
7188,28.16
7189,23.13
7190,22.75
7191,25.64
7192,23.76
7193,20.54
7194,20.33
7195,20.45
7196,21.07
7197,34.03
7198,38.49
7199,31.51
7200,26.36
7201,24.9
7202,26.41
7203,25.51
7204,20.19
7205,18.53
7206,21.86
7207,25.15
7208,27.65
7209,23.97
7210,24.0
7211,23.99
7212,25.07
7213,21.91
7214,17.58
7215,22.56
7216,20.52
7217,15.16
7218,17.09
7219,24.64
7220,36.72
7221,55.05
7222,68.33
7223,67.6
7224,57.89
7225,51.88
7226,51.98
7227,48.73
7228,41.81
7229,38.85
7230,40.93
7231,41.23
7232,38.14
7233,37.47
7234,37.91
7235,35.26
7236,36.44
7237,33.38
7238,29.15
7239,27.07
7240,21.8
7241,15.52
7242,14.41
7243,26.86
7244,42.36
7245,51.05
7246,47.29
7247,37.86
7248,31.55
7249,26.79
7250,23.98
7251,23.43
7252,20.93
7253,19.89
7254,23.64
7255,26.99
7256,28.76
7257,31.7
7258,30.2
7259,24.96
7260,20.33
7261,17.29
7262,15.92
7263,14.3
7264,12.2
7265,9.25
7266,16.56
7267,20.48
7268,23.03
7269,31.4
7270,36.51
7271,32.9
7272,32.0
7273,26.78
7274,24.61
7275,22.5
7276,18.77
7277,19.31
7278,25.9
7279,27.52
7280,29.83
7281,32.06
7282,26.59
7283,22.73
7284,21.36
7285,17.92
7286,17.03
7287,18.22
7288,19.14
7289,17.46
7290,21.78
7291,24.64
7292,27.22
7293,25.03
7294,30.04
7295,30.38
7296,34.63
7297,39.67
7298,41.81
7299,45.99
7300,46.98
7301,43.4
7302,46.66
7303,49.52
7304,45.15
7305,41.11
7306,36.15
7307,34.67
7308,33.17
7309,33.26
7310,29.26
7311,24.71
7312,22.95
7313,23.36
7314,21.51
7315,25.57
7316,28.53
7317,29.6
7318,27.11
7319,29.11
7320,31.93
7321,35.66
7322,34.93
7323,30.01
7324,32.69
7325,38.26
7326,45.82
7327,50.13
7328,45.97
7329,42.78
7330,41.72
7331,40.37
7332,35.03
7333,32.09
7334,26.76
7335,29.91
7336,27.81
7337,23.18
7338,22.16
7339,20.04
7340,20.48
7341,19.94
7342,16.53
7343,20.58
7344,23.13
7345,20.48
7346,18.41
7347,17.07
7348,15.57
7349,18.24
7350,25.93
7351,32.75
7352,28.23
7353,21.07
7354,19.49
7355,22.42
7356,23.05
7357,18.87
7358,16.19
7359,13.75
7360,18.13
7361,23.42
7362,21.65
7363,23.68
7364,28.37
7365,32.77
7366,34.02
7367,35.87
7368,33.52
7369,25.78
7370,24.26
7371,20.4
7372,17.57
7373,16.88
7374,22.44
7375,30.17
7376,26.65
7377,26.66
7378,25.49
7379,21.53
7380,19.35
7381,17.19
7382,14.84
7383,16.18
7384,17.39
7385,18.09
7386,20.01
7387,24.26
7388,30.36
7389,31.0
7390,30.55
7391,24.99
7392,25.56
7393,28.86
7394,30.3
7395,
7396,
7397,
7398,38.44312286376953
7399,
7400,
7401,
7402,
7403,
7404,
7405,
7406,
7407,
7408,
7409,
7410,
7411,
7412,
7413,
7414,
7415,
7416,
7417,
7418,
7419,
7420,
7421,
7422,
7423,44.595664978027344
7424,12.92
7425,5.27
7426,7.28
7427,8.34
7428,7.01
7429,3.3
7430,1.72
7431,7.6
7432,12.29
7433,15.45
7434,18.83
7435,21.31
7436,22.18
7437,25.2
7438,27.36
7439,26.57
7440,32.97
7441,31.53
7442,25.64
7443,25.33
7444,23.51
7445,22.58
7446,26.2
7447,25.85
7448,26.29
7449,25.1
7450,27.37
7451,27.95
7452,28.08
7453,31.27
7454,27.83
7455,21.37
7456,22.44
7457,20.65
7458,18.65
7459,21.85
7460,19.84
7461,22.22
7462,23.0
7463,17.66
7464,20.08
7465,21.7
7466,25.99
7467,31.1
7468,29.25
7469,26.89
7470,33.02
7471,39.85
7472,39.44
7473,36.64
7474,35.41
7475,33.31
7476,32.86
7477,28.01
7478,23.67
7479,25.47
7480,22.33
7481,21.07
7482,25.09
7483,32.33
7484,41.12
7485,46.25
7486,51.21
7487,54.78
7488,56.74
7489,53.72
7490,45.54
7491,43.51
7492,38.53
7493,35.86
7494,40.85
7495,46.21
7496,46.88
7497,43.18
7498,35.2
7499,34.16
7500,30.98
7501,24.48
7502,24.1
7503,24.58
7504,20.08
7505,15.06
7506,17.44
7507,20.46
7508,21.02
7509,20.5
7510,19.16
7511,22.23
7512,24.36
7513,25.93
7514,23.6
7515,20.84
7516,22.86
7517,23.23
7518,27.3
7519,33.49
7520,33.78
7521,28.16
7522,25.18
7523,26.59
7524,27.75
7525,24.63
7526,27.17
7527,31.65
7528,30.14
7529,26.2
7530,27.17
7531,27.27
7532,25.57
7533,30.15
7534,28.58
7535,28.76
7536,30.37
7537,28.29
7538,28.31
7539,28.66
7540,28.58
7541,27.61
7542,31.5
7543,40.25
7544,46.25
7545,46.87
7546,40.16
7547,35.54
7548,44.08
7549,53.5
7550,55.54
7551,51.4
7552,48.06
7553,42.52
7554,32.16
7555,30.94
7556,32.49
7557,33.28
7558,33.96
7559,31.88
7560,33.53
7561,32.96
7562,28.11
7563,29.56
7564,28.8
7565,26.0
7566,25.86
7567,25.96
7568,27.25
7569,28.61
7570,30.19
7571,27.72
7572,25.24
7573,26.12
7574,27.66
7575,29.49
7576,25.87
7577,23.83
7578,21.18
7579,18.09
7580,18.01
7581,19.7
7582,19.87
7583,20.45
7584,18.0
7585,19.38
7586,18.64
7587,13.63
7588,13.51
7589,14.28
7590,14.93
7591,15.98
7592,16.66
7593,19.96
7594,24.28
7595,26.05
7596,23.96
7597,23.32
7598,20.32
7599,16.67
7600,14.92
7601,13.76
7602,14.27
7603,18.43
7604,23.39
7605,21.79
7606,18.92
7607,17.86
7608,14.85
7609,12.12
7610,12.17
7611,12.32
7612,11.65
7613,15.8
7614,18.41
7615,17.63
7616,14.52
7617,14.08
7618,15.29
7619,21.49
7620,24.76
7621,21.6
7622,17.25
7623,13.85
7624,12.63
7625,16.08
7626,17.37
7627,17.78
7628,16.09
7629,11.86
7630,8.83
7631,9.98
7632,10.24
7633,8.25
7634,13.04
7635,23.26
7636,23.47
7637,22.53
7638,26.81
7639,25.4
7640,24.69
7641,28.94
7642,30.85
7643,31.97
7644,29.49
7645,22.8
7646,16.77
7647,14.03
7648,13.28
7649,10.76
7650,15.35
7651,17.0
7652,12.39
7653,8.81
7654,6.52
7655,7.52
7656,13.57
7657,19.65
7658,19.44
7659,16.55
7660,18.86
7661,22.36
7662,25.97
7663,31.03
7664,33.79
7665,30.78
7666,29.08
7667,24.97
7668,23.67
7669,21.16
7670,16.72
7671,17.27
7672,15.66
7673,15.83
7674,23.21
7675,27.43
7676,23.21
7677,16.74
7678,17.58
7679,17.52
7680,18.58
7681,19.1
7682,16.9
7683,18.09
7684,26.98
7685,31.84
7686,34.65
7687,39.35
7688,40.05
7689,38.88
7690,38.78
7691,35.81
7692,28.23
7693,24.64
7694,20.71
7695,17.6
7696,16.4
7697,19.7
7698,36.24
7699,52.84
7700,68.9
7701,93.88
7702,110.92
7703,114.21
7704,111.98
7705,113.4
7706,96.51
7707,82.91
7708,73.14
7709,65.19
7710,60.95
7711,55.79
7712,50.16
7713,49.15
7714,45.59
7715,35.67
7716,30.97
7717,29.23
7718,23.43
7719,17.29
7720,15.72
7721,14.54
7722,12.06
7723,14.41
7724,19.29
7725,23.79
7726,30.69
7727,37.62
7728,37.97
7729,39.89
7730,41.41
7731,37.98
7732,32.28
7733,26.35
7734,28.38
7735,27.72
7736,25.45
7737,27.68
7738,26.14
7739,20.59
7740,20.34
7741,22.83
7742,19.76
7743,14.55
7744,15.28
7745,17.54
7746,19.85
7747,21.93
7748,29.29
7749,32.4
7750,32.72
7751,34.45
7752,40.36
7753,41.99
7754,45.39
7755,48.21
7756,40.1
7757,31.88
7758,31.05
7759,32.76
7760,33.8
7761,35.44
7762,35.04
7763,36.52
7764,32.28
7765,23.2
7766,18.65
7767,14.73
7768,12.51
7769,15.45
7770,20.57
7771,25.46
7772,30.65
7773,35.06
7774,33.5
7775,35.85
7776,39.01
7777,44.64
7778,47.97
7779,46.41
7780,42.47
7781,41.38
7782,44.79
7783,47.29
7784,47.61
7785,46.42
7786,41.17
7787,40.32
7788,39.47
7789,36.11
7790,29.1
7791,22.08
7792,20.46
7793,22.52
7794,26.44
7795,31.15
7796,30.32
7797,28.26
7798,27.24
7799,23.82
7800,21.12
7801,20.39
7802,22.58
7803,26.73
7804,31.12
7805,37.23
7806,41.68
7807,42.06
7808,35.94
7809,35.63
7810,36.2
7811,29.63
7812,26.47
7813,24.15
7814,23.49
7815,24.89
7816,20.88
7817,16.45
7818,17.09
7819,19.8
7820,18.61
7821,19.72
7822,23.81
7823,24.24
7824,24.92
7825,25.94
7826,23.96
7827,24.78
7828,25.71
7829,23.74
7830,26.49
7831,30.73
7832,31.68
7833,28.29
7834,26.54
7835,26.68
7836,28.09
7837,24.49
7838,19.53
7839,19.05
7840,17.29
7841,16.39
7842,18.46
7843,18.55
7844,18.79
7845,22.88
7846,21.56
7847,18.24
7848,14.86
7849,10.76
7850,10.08
7851,11.83
7852,
7853,21.32
7854,18.59
7855,19.95
7856,21.44
7857,21.41
7858,21.17
7859,19.99
7860,19.87
7861,17.54
7862,13.62
7863,14.24
7864,13.05
7865,10.83
7866,11.35
7867,12.86
7868,16.19
7869,21.2
7870,24.53
7871,23.4
7872,20.07
7873,15.73
7874,13.27
7875,18.64
7876,19.37
7877,14.09
7878,17.69
7879,27.16
7880,33.97
7881,34.46
7882,28.79
7883,22.96
7884,17.99
7885,13.78
7886,11.91
7887,12.77
7888,14.43
7889,16.42
7890,15.38
7891,16.29
7892,18.33
7893,16.99
7894,20.31
7895,20.5
7896,17.59
7897,15.73
7898,15.44
7899,
7900,
7901,
7902,
7903,
7904,
7905,
7906,
7907,
7908,
7909,
7910,
7911,
7912,
7913,
7914,
7915,
7916,
7917,
7918,
7919,
7920,
7921,
7922,
7923,
7924,
7925,
7926,
7927,
7928,
7929,
7930,
7931,
7932,
7933,
7934,
7935,
7936,
7937,
7938,
7939,
7940,
7941,
7942,
7943,
7944,
7945,
7946,
7947,
7948,
7949,
7950,
7951,
7952,
7953,
7954,
7955,
7956,
7957,
7958,
7959,
7960,
7961,
7962,
7963,
7964,
7965,
7966,
7967,
7968,
7969,
7970,
7971,
7972,
7973,
7974,
7975,
7976,
7977,
7978,
7979,
7980,
7981,
7982,
7983,
7984,
7985,
7986,
7987,
7988,
7989,
7990,
7991,
7992,46.41
7993,50.3
7994,74.78
7995,62.24
7996,35.25
7997,34.19
7998,62.04
7999,64.25
8000,68.99
8001,62.62
8002,52.32
8003,44.86
8004,39.08
8005,30.77
8006,26.51
8007,21.63
8008,18.74
8009,23.61
8010,20.93
8011,40.48
8012,67.76
8013,61.9
8014,56.86
8015,53.67
8016,50.13
8017,53.82
8018,42.18
8019,33.53
8020,41.64
8021,41.62
8022,44.65
8023,47.11
8024,45.64
8025,39.92
8026,38.21
8027,35.01
8028,32.08
8029,24.17
8030,17.76
8031,12.56
8032,12.75
8033,18.33
8034,23.11
8035,27.29
8036,28.01
8037,25.95
8038,21.8
8039,25.47
8040,30.34
8041,26.49
8042,19.48
8043,23.09
8044,17.93
8045,14.93
8046,14.21
8047,25.22
8048,34.05
8049,32.37
8050,33.75
8051,31.47
8052,34.76
8053,29.35
8054,26.25
8055,21.67
8056,25.66
8057,26.43
8058,28.44
8059,34.84
8060,44.73
8061,48.61
8062,43.65
8063,36.21
8064,43.73
8065,44.06
8066,34.06
8067,33.06
8068,28.33
8069,46.6
8070,60.27
8071,60.81
8072,61.27
8073,58.79
8074,56.99
8075,55.35
8076,49.26
8077,40.6
8078,29.72
8079,27.75
8080,26.68
8081,33.14
8082,29.45
8083,29.77
8084,22.77
8085,16.01
8086,14.22
8087,15.33
8088,18.48
8089,16.93
8090,17.74
8091,17.12
8092,27.62
8093,23.71
8094,28.19
8095,27.99
8096,31.12
8097,
8098,
8099,57.91
8100,40.42
8101,27.19
8102,21.57
8103,11.64
8104,17.0
8105,28.1
8106,377.44
8107,627.06
8108,119.79
8109,57.44
8110,38.05
8111,48.93
8112,54.02
8113,47.94
8114,46.5
8115,45.79
8116,43.87
8117,38.57
8118,34.88
8119,42.87
8120,42.88
8121,38.87
8122,
8123,35.08
8124,43.61
8125,22.92
8126,27.09
8127,17.01
8128,40.65
8129,42.44
8130,119.57
8131,127.09
8132,121.43
8133,119.94
8134,113.83
8135,100.11
8136,89.85
8137,73.24
8138,63.81
8139,52.91
8140,50.07
8141,54.8
8142,60.73
8143,63.3
8144,67.2
8145,64.38
8146,69.61
8147,62.94
8148,68.11
8149,53.57
8150,46.18
8151,35.77
8152,33.69
8153,35.22
8154,39.53
8155,48.04
8156,48.64
8157,51.58
8158,41.93
8159,43.21
8160,48.04
8161,52.77
8162,47.97
8163,47.96
8164,49.51
8165,43.79
8166,58.59
8167,60.45
8168,56.73
8169,54.86
8170,54.35
8171,48.45
8172,46.38
8173,35.3
8174,29.1
8175,29.1
8176,29.86
8177,33.96
8178,47.15
8179,224.1
8180,152.67
8181,93.17
8182,84.58
8183,48.18
8184,75.33
8185,58.41
8186,43.77
8187,37.86
8188,30.49
8189,25.61
8190,32.99
8191,37.21
8192,38.8
8193,76.5
8194,283.44
8195,
8196,73.09
8197,167.1
8198,246.19
8199,
8200,
8201,64.34
8202,73.27
8203,41.94
8204,42.01
8205,33.24
8206,109.13
8207,137.58
8208,84.56
8209,63.5
8210,48.89
8211,64.39
8212,60.14
8213,46.47
8214,45.65
8215,103.56
8216,145.3
8217,369.89
8218,341.03
8219,76.84
8220,8.01
8221,9.55
8222,39.33
8223,21.88
8224,10.85
8225,12.74
8226,10.57
8227,9.54
8228,11.08
8229,14.97
8230,11.77
8231,16.88
8232,15.86
8233,13.41
8234,19.71
8235,15.88
8236,11.62
8237,9.49
8238,10.18
8239,12.56
8240,14.89
8241,12.03
8242,11.77
8243,9.64
8244,8.23
8245,14.02
8246,16.52
8247,12.76
8248,10.37
8249,8.03
8250,5.92
8251,4.71
8252,3.93
8253,3.09
8254,7.88
8255,7.3
8256,6.1
8257,7.44
8258,6.28
8259,4.92
8260,4.2
8261,3.66
8262,9.16
8263,8.03
8264,6.07
8265,9.32
8266,7.48
8267,7.57
8268,19.58
8269,16.91
8270,12.2
8271,8.65
8272,9.34
8273,17.48
8274,21.58
8275,24.76
8276,19.1
8277,14.2
8278,16.74
8279,15.49
8280,11.78
8281,12.18
8282,9.52
8283,7.83
8284,8.96
8285,7.69
8286,17.03
8287,14.62
8288,16.87
8289,21.74
8290,17.05
8291,12.72
8292,12.83
8293,13.73
8294,11.0
8295,11.91
8296,11.87
8297,11.22
8298,18.7
8299,19.82
8300,27.12
8301,21.42
8302,16.69
8303,13.04
8304,20.14
8305,20.12
8306,19.86
8307,15.43
8308,14.95
8309,26.18
8310,32.64
8311,26.57
8312,19.16
8313,23.73
8314,20.33
8315,15.42
8316,14.67
8317,11.51
8318,13.56
8319,10.58
8320,11.93
8321,20.24
8322,23.09
8323,28.41
8324,22.23
8325,20.7
8326,15.57
8327,15.65
8328,19.69
8329,25.97
8330,36.06
8331,55.35
8332,65.77
8333,61.82
8334,50.77
8335,54.2
8336,49.79
8337,46.41
8338,41.46
8339,35.16
8340,38.0
8341,39.48
8342,37.41
8343,30.06
8344,26.13
8345,23.63
8346,35.01
8347,45.98
8348,58.98
8349,84.16
8350,97.44
8351,98.07
8352,91.97
8353,102.58
8354,95.45
8355,88.87
8356,82.28
8357,73.97
8358,68.73
8359,73.04
8360,68.53
8361,65.09
8362,57.13
8363,49.38
8364,48.49
8365,49.22
8366,47.76
8367,48.29
8368,42.7
8369,33.52
8370,29.99
8371,58.91
8372,95.42
8373,130.47
8374,159.9
8375,123.91
8376,86.26
8377,75.54
8378,65.61
8379,64.97
8380,65.45
8381,67.69
8382,75.61
8383,88.23
8384,89.78
8385,87.47
8386,67.47
8387,53.35
8388,49.64
8389,37.07
8390,33.57
8391,28.47
8392,27.52
8393,20.72
8394,24.55
8395,29.53
8396,22.57
8397,18.83
8398,17.0
8399,22.79
8400,17.81
8401,18.96
8402,20.17
8403,21.92
8404,19.55
8405,19.27
8406,17.43
8407,14.21
8408,19.58
8409,25.92
8410,20.22
8411,17.89
8412,19.07
8413,17.4
8414,18.26
8415,14.62
8416,10.38
8417,9.07
8418,12.1
8419,15.3
8420,15.12
8421,22.45
8422,22.3
8423,23.16
8424,18.36
8425,16.41
8426,18.83
8427,15.68
8428,15.55
8429,16.92
8430,16.32
8431,24.22
8432,30.95
8433,25.79
8434,21.78
8435,21.94
8436,17.77
8437,13.56
8438,11.43
8439,16.14
8440,13.2
8441,9.43
8442,17.97
8443,17.54
8444,18.44
8445,19.77
8446,21.57
8447,18.68
8448,30.32
8449,44.01
8450,39.02
8451,36.78
8452,29.43
8453,35.57
8454,39.52
8455,47.46
8456,53.87
8457,43.71
8458,43.01
8459,36.05
8460,47.32
8461,44.64
8462,36.57
8463,36.58
8464,38.94
8465,43.29
8466,60.03
8467,55.44
8468,62.05
8469,70.37
8470,73.58
8471,68.76
8472,57.82
8473,49.7
8474,43.42
8475,38.76
8476,33.14
8477,35.73
8478,41.9
8479,49.91
8480,50.16
8481,52.21
8482,53.9
8483,53.78
8484,46.06
8485,35.91
8486,31.77
8487,33.89
8488,32.99
8489,31.05
8490,32.18
8491,42.57
8492,46.26
8493,48.12
8494,58.02
8495,64.68
8496,61.46
8497,62.19
8498,70.28
8499,67.23
8500,58.41
8501,52.83
8502,53.67
8503,53.95
8504,71.34
8505,76.47
8506,73.7
8507,74.74
8508,67.02
8509,50.08
8510,42.21
8511,35.37
8512,26.4
8513,21.8
8514,19.89
8515,25.77
8516,29.9
8517,31.8
8518,28.52
8519,21.47
8520,15.44
8521,11.06
8522,8.66
8523,11.47
8524,12.9
8525,10.17
8526,8.77
8527,6.81
8528,13.27
8529,16.85
8530,19.04
8531,18.86
8532,23.02
8533,20.82
8534,20.45
8535,15.85
8536,16.23
8537,12.78
8538,12.85
8539,11.44
8540,9.78
8541,13.35
8542,11.57
8543,13.29
8544,25.7
8545,32.5
8546,29.14
8547,33.14
8548,32.17
8549,34.02
8550,52.65
8551,61.72
8552,61.43
8553,58.34
8554,59.58
8555,51.38
8556,55.52
8557,53.66
8558,60.0
8559,55.73
8560,56.85
8561,57.84
8562,60.06
8563,60.94
8564,71.18
8565,75.38
8566,83.49
8567,90.26
8568,98.31
8569,101.33
8570,100.28
8571,106.65
8572,99.61
8573,88.61
8574,87.35
8575,89.77
8576,99.82
8577,101.46
8578,97.44
8579,86.63
8580,89.61
8581,88.35
8582,91.76
8583,96.08
8584,91.24
8585,79.59
8586,81.84
8587,81.56
8588,89.99
8589,99.05
8590,102.81
8591,120.62
8592,120.25
8593,120.02
8594,120.54
8595,124.77
8596,133.59
8597,128.78
8598,131.05
8599,138.4
8600,140.62
8601,150.22
8602,149.13
8603,142.64
8604,138.16
8605,138.85
8606,121.91
8607,108.42
8608,84.28
8609,70.38
8610,68.42
8611,70.08
8612,88.74
8613,96.08
8614,108.66
8615,113.39
8616,118.26
8617,120.49
8618,113.52
8619,110.88
8620,102.15
8621,90.82
8622,86.82
8623,92.33
8624,91.63
8625,101.41
8626,104.43
8627,93.41
8628,78.6
8629,72.46
8630,63.68
8631,58.68
8632,45.6
8633,45.22
8634,41.03
8635,36.43
8636,37.81
8637,38.71
8638,49.67
8639,50.84
8640,48.73
8641,46.99
8642,65.94
8643,95.37
8644,92.87
8645,89.82
8646,89.56
8647,90.6
8648,98.8
8649,100.76
8650,85.26
8651,64.65
8652,58.1
8653,41.11
8654,29.58
8655,21.97
8656,20.25
8657,15.45
8658,20.12
8659,15.77
8660,11.24
8661,9.36
8662,7.33
8663,11.53
8664,12.11
8665,9.11
8666,10.7
8667,15.59
8668,12.73
8669,16.69
8670,15.28
8671,20.56
8672,27.6
8673,29.75
8674,29.2
8675,22.09
8676,18.97
8677,14.63
8678,10.85
8679,17.87
8680,20.01
8681,26.06
8682,31.87
8683,45.66
8684,47.59
8685,44.2
8686,37.06
8687,33.47
8688,31.29
8689,29.22
8690,25.56
8691,22.43
8692,23.73
8693,23.25
8694,25.24
8695,28.1
8696,29.29
8697,27.79
8698,27.73
8699,21.81
8700,21.86
8701,16.62
8702,19.52
8703,21.9
8704,16.71
8705,20.18
8706,28.86
8707,29.32
8708,51.91
8709,60.08
8710,71.82
8711,80.34
8712,88.25
8713,80.54
8714,77.36
8715,75.88
8716,73.7
8717,68.95
8718,58.2
8719,53.11
8720,50.94
8721,52.01
8722,46.02
8723,47.25
8724,49.75
8725,46.26
8726,51.03
8727,53.5
8728,58.67
8729,59.99
8730,65.32
8731,77.51
8732,82.75
8733,81.74
8734,94.38
8735,105.3
8736,115.0
8737,107.43
8738,81.43
8739,83.28
8740,77.34
8741,60.77
8742,49.46
8743,52.12
8744,46.37
8745,40.4
8746,32.87
8747,29.59
8748,28.86
8749,29.9
8750,33.91
8751,35.25
8752,28.48
8753,29.42
8754,29.91
8755,27.34
8756,27.87
8757,24.59
8758,22.4
8759,23.21
8760,22.77
8761,23.63
8762,20.23
8763,21.57
8764,21.07
8765,25.94
8766,20.74
8767,25.86
8768,32.69
8769,35.69
8770,34.22
8771,30.62
8772,24.29
8773,22.25
8774,22.87
8775,24.38
8776,22.22
8777,26.71
