Index,Kave-PM2.5
21586,26.93
21587,25.28
21588,
21589,
21590,
21591,11.96
21592,12.19
21593,9.97
21594,8.11
21595,8.65
21596,7.31
21597,8.14
21598,11.73
21599,11.19
21600,12.29
21601,39.97
21602,59.37
21603,48.47
21604,35.05
21605,33.42
21606,27.21
21607,30.33
21608,30.12
21609,23.42
21610,27.34
21611,24.21
21612,17.85
21613,15.88
21614,14.27
21615,
21616,18.42
21617,
21618,
21619,25.38
21620,36.06
21621,35.68
21622,40.56
21623,41.91
21624,41.44
21625,39.4
21626,35.7
21627,30.98
21628,25.49
21629,19.87
21630,19.23
21631,
21632,
21633,
21634,19.02
21635,22.8
21636,22.26
21637,25.4
21638,21.73
21639,22.3
21640,24.3
21641,28.1
21642,23.59
21643,22.99
21644,19.32
21645,13.95
21646,11.21
21647,12.54
21648,12.41
21649,10.44
21650,10.76
21651,8.91
21652,12.77
21653,17.86
21654,22.66
21655,24.35
21656,21.51
21657,20.7
21658,19.85
21659,15.99
21660,20.22
21661,22.06
21662,17.9
21663,22.87
21664,26.26
21665,23.92
21666,28.78
21667,30.72
21668,28.05
21669,44.67
21670,52.92
21671,47.53
21672,37.72
21673,37.78
21674,31.68
21675,26.36
21676,26.53
21677,26.95
21678,26.93
21679,31.03
21680,29.12
21681,27.72
21682,29.77
21683,30.87
21684,26.11
21685,22.09
21686,
21687,27.02
21688,
21689,
21690,24.89
21691,24.31
21692,23.68
21693,20.27
21694,18.73
21695,18.72
21696,15.82
21697,18.08
21698,16.56
21699,12.34
21700,16.63
21701,16.55
21702,17.02
21703,24.58
21704,24.92
21705,22.38
21706,18.39
21707,17.56
21708,25.38
21709,23.44
21710,17.46
21711,18.1
21712,17.65
21713,18.96
21714,17.67
21715,20.26
21716,18.11
21717,21.42
21718,24.28
21719,22.46
21720,19.43
21721,22.86
21722,21.88
21723,17.05
21724,12.39
21725,11.88
21726,17.94
21727,16.12
21728,13.54
21729,11.05
21730,10.37
21731,9.53
21732,14.48
21733,17.86
21734,24.31
21735,36.87
21736,36.59
21737,28.59
21738,
21739,29.39
21740,
21741,
21742,28.8
21743,24.18
21744,20.34
21745,26.35
21746,31.35
21747,36.27
21748,40.88
21749,38.82
21750,44.39
21751,46.54
21752,43.13
21753,37.89
21754,36.4
21755,33.59
21756,27.81
21757,24.41
21758,19.2
21759,20.01
21760,20.99
21761,17.47
21762,18.65
21763,23.03
21764,21.09
21765,20.8
21766,19.77
21767,20.71
21768,24.1
21769,28.2
21770,24.2
21771,23.7
21772,27.2
21773,23.07
21774,27.81
21775,34.77
21776,31.55
21777,24.57
21778,22.72
21779,27.91
21780,26.47
21781,29.42
21782,26.84
21783,24.33
21784,23.66
21785,24.76
21786,22.05
21787,25.24
21788,31.94
21789,41.81
21790,45.17
21791,47.41
21792,38.51
21793,36.63
21794,30.46
21795,26.9
21796,23.97
21797,30.1
21798,34.38
21799,30.15
21800,35.09
21801,43.69
21802,40.8
21803,39.7
21804,37.65
21805,29.49
21806,24.14
21807,21.14
21808,22.36
21809,23.99
21810,19.77
21811,17.84
21812,21.3
21813,18.9
21814,14.0
21815,19.04
21816,24.83
21817,21.22
21818,17.83
21819,17.53
21820,20.52
21821,24.66
21822,32.08
21823,34.27
21824,38.72
21825,36.97
21826,36.35
21827,30.99
21828,26.04
21829,26.8
21830,26.24
21831,25.56
21832,23.06
21833,17.82
21834,28.64
21835,31.49
21836,
21837,
21838,
21839,30.62
21840,35.23
21841,29.9
21842,30.45
21843,38.85
21844,49.5
21845,47.64
21846,39.2
21847,34.24
21848,33.43
21849,31.99
21850,37.86
21851,36.16
21852,27.07
21853,26.86
21854,22.58
21855,19.02
21856,18.29
21857,
21858,
21859,
21860,30.35
21861,32.34
21862,25.33
21863,25.3
21864,27.1
21865,27.52
21866,24.19
21867,20.35
21868,22.5
21869,21.06
21870,22.95
21871,22.18
21872,20.85
21873,17.22
21874,15.1
21875,18.58
21876,22.27
21877,22.9
21878,21.59
21879,18.67
21880,15.55
21881,16.34
21882,22.49
21883,39.02
21884,47.23
21885,43.0
21886,40.82
21887,40.89
21888,
21889,
21890,
21891,21.13
21892,24.87
21893,26.37
21894,
21895,
21896,
21897,
21898,
21899,
21900,
21901,
21902,
21903,
21904,
21905,
21906,
21907,
21908,
21909,
21910,
21911,
21912,
21913,
21914,
21915,
21916,
21917,
21918,
21919,
21920,
21921,
21922,
21923,
21924,
21925,
21926,
21927,
21928,
21929,
21930,
21931,
21932,
21933,
21934,
21935,
21936,
21937,
21938,
21939,
21940,
21941,
21942,
21943,
21944,
21945,
21946,
21947,
21948,
21949,
21950,
21951,
21952,
21953,
21954,
21955,
21956,
21957,
21958,
21959,
21960,
21961,
21962,
21963,
21964,
21965,
21966,
21967,
21968,27.51
21969,32.49
21970,34.44
21971,28.25
21972,29.09
21973,23.05
21974,21.88
21975,18.32
21976,21.84
21977,27.74
21978,31.96
21979,38.86
21980,42.08
21981,45.22
21982,41.22
21983,39.4
21984,35.77
21985,35.35
21986,
21987,
21988,
21989,
21990,25.3
21991,29.76
21992,24.64
21993,31.41
21994,27.06
21995,21.35
21996,
21997,
21998,
21999,18.64
22000,22.63
22001,18.34
22002,16.69
22003,13.62
22004,13.44
22005,20.16
22006,18.84
22007,18.44
22008,14.73
22009,11.55
22010,14.0
22011,18.03
22012,14.98
22013,13.15
22014,14.79
22015,16.56
22016,15.78
22017,21.44
22018,25.3
22019,20.65
22020,16.46
22021,18.66
22022,15.63
22023,20.98
22024,25.02
22025,22.26
22026,20.88
22027,16.17
22028,21.97
22029,23.46
22030,23.47
22031,18.97
22032,19.09
22033,18.44
22034,15.13
22035,18.79
22036,18.16
22037,18.5
22038,20.25
22039,16.57
22040,17.25
22041,22.42
22042,25.16
22043,21.45
22044,16.56
22045,18.96
22046,21.84
22047,25.51
22048,25.51
22049,23.58
22050,28.11
22051,29.77
22052,37.76
22053,41.21
22054,32.96
22055,24.21
22056,27.11
22057,29.12
22058,24.56
22059,18.3
22060,21.77
22061,22.19
22062,
22063,22.51
22064,17.14
22065,
22066,
22067,23.43
22068,23.87
22069,18.47
22070,20.59
22071,26.44
22072,32.86
22073,28.24
22074,32.69
22075,37.91
22076,32.43
22077,33.89
22078,
22079,
22080,
22081,17.6
22082,13.6
22083,13.61
22084,20.74
22085,23.61
22086,19.13
22087,15.34
22088,20.4
22089,27.85
22090,32.95
22091,
22092,
22093,
22094,21.94
22095,24.9
22096,21.65
22097,19.44
22098,14.88
22099,11.49
22100,14.78
22101,18.66
22102,21.4
22103,17.49
22104,16.76
22105,17.02
22106,13.45
22107,19.73
22108,21.41
22109,22.76
22110,24.47
22111,
22112,
22113,
22114,28.59
22115,
22116,
22117,19.31
22118,
22119,17.17
22120,14.24
22121,16.86
22122,18.29
22123,14.63
22124,10.88
22125,14.89
22126,22.59
22127,20.15
22128,26.1
22129,
22130,
22131,
22132,29.27
22133,
22134,
22135,
22136,28.28
22137,35.7
22138,32.22
22139,29.47
22140,26.38
22141,22.3
22142,26.85
22143,27.78
22144,27.34
22145,29.88
22146,31.42
22147,28.65
22148,23.25
22149,22.81
22150,22.37
22151,19.18
22152,18.21
22153,14.89
22154,14.12
22155,11.42
22156,17.38
22157,29.0
22158,29.56
22159,24.09
22160,22.42
22161,27.22
22162,26.54
22163,28.83
22164,27.61
22165,26.46
22166,22.78
22167,
22168,
22169,
22170,23.37
22171,21.13
22172,16.06
22173,13.77
22174,11.21
22175,11.79
22176,14.5
22177,23.15
22178,26.79
22179,26.73
22180,30.65
22181,46.23
22182,57.97
22183,54.69
22184,50.61
22185,45.43
22186,50.18
22187,47.32
22188,42.4
22189,40.87
22190,31.8
22191,25.16
22192,38.18
22193,33.6
22194,34.21
22195,32.0
22196,28.86
22197,33.25
22198,32.44
22199,30.3
22200,25.29
22201,21.99
22202,26.16
22203,28.71
22204,26.79
22205,30.88
22206,27.36
22207,25.79
22208,31.01
22209,28.65
22210,30.0
22211,25.43
22212,26.29
22213,27.49
22214,25.7
22215,32.26
22216,36.15
22217,35.77
22218,28.64
22219,27.04
22220,
22221,
22222,
22223,23.48
22224,22.5
22225,24.9
22226,22.8
22227,29.73
22228,28.56
22229,28.68
22230,24.18
22231,26.13
22232,27.95
22233,42.71
22234,43.17
22235,34.11
22236,32.57
22237,26.04
22238,21.07
22239,16.65
22240,20.37
22241,24.86
22242,30.03
22243,
22244,
22245,
22246,
22247,73.1
22248,67.68
22249,63.99
22250,58.16
22251,67.41
22252,84.5
22253,82.25
22254,82.65
22255,
22256,
22257,
22258,65.1
22259,61.01
22260,51.27
22261,53.32
22262,43.47
22263,34.37
22264,35.38
22265,34.35
22266,41.24
22267,42.2
22268,38.63
22269,43.2
22270,40.52
22271,38.13
22272,34.63
22273,35.98
22274,37.06
22275,31.22
22276,31.1
22277,38.19
22278,44.74
22279,40.62
22280,38.78
22281,38.12
22282,40.6
22283,39.85
22284,38.26
22285,34.06
22286,
22287,
22288,
22289,30.8
22290,27.58
22291,29.37
22292,28.63
22293,25.29
22294,28.14
22295,
22296,
22297,
22298,
22299,
22300,
22301,29.79
22302,30.19
22303,33.64
22304,34.6
22305,28.77
22306,26.72
22307,26.5
22308,24.79
22309,25.99
22310,24.94
22311,22.66
22312,22.71
22313,21.45
22314,20.72
22315,16.25
22316,13.29
22317,14.31
22318,18.6
22319,21.93
22320,24.36
22321,21.45
22322,22.03
22323,26.33
22324,27.94
22325,32.05
22326,31.49
22327,29.63
22328,31.92
22329,31.25
22330,31.27
22331,26.8
22332,25.38
22333,26.76
22334,25.13
22335,28.18
22336,
22337,
22338,
22339,
22340,29.35
22341,29.79
22342,30.6
22343,24.66
22344,23.96
22345,23.27
22346,19.85
22347,22.23
22348,28.57
22349,24.17
22350,21.42
22351,20.74
22352,22.57
22353,28.8
22354,27.1
22355,23.27
22356,22.47
22357,22.06
22358,17.59
22359,15.02
22360,16.65
22361,18.14
22362,17.71
22363,16.19
22364,15.0
22365,14.74
22366,14.01
22367,11.97
22368,14.02
22369,14.17
22370,11.23
22371,12.21
22372,19.42
22373,24.52
22374,25.32
22375,23.31
22376,20.77
22377,24.54
22378,
22379,
22380,
22381,19.43
22382,20.83
22383,24.61
22384,22.37
22385,16.26
22386,13.38
22387,13.63
22388,13.3
22389,18.93
22390,23.14
22391,17.01
22392,16.58
22393,16.97
22394,16.07
22395,20.08
22396,22.0
22397,24.05
22398,23.62
22399,21.59
22400,25.35
22401,28.34
22402,30.45
22403,29.78
22404,29.3
22405,27.18
22406,21.36
22407,20.11
22408,18.0
22409,16.23
22410,16.19
22411,15.4
22412,18.85
22413,22.38
22414,20.69
22415,17.9
22416,15.34
22417,17.63
22418,21.18
22419,24.27
22420,27.31
22421,26.54
22422,24.59
22423,24.55
22424,28.31
22425,27.18
22426,26.44
22427,24.73
22428,27.31
22429,26.12
22430,20.38
22431,20.67
22432,23.32
22433,23.73
22434,24.21
22435,22.54
22436,18.79
22437,16.96
22438,17.4
22439,16.66
22440,18.39
22441,22.71
22442,25.09
22443,27.39
22444,25.78
22445,21.89
22446,23.38
22447,28.45
22448,32.79
22449,30.88
22450,31.24
22451,34.84
22452,31.35
22453,24.96
22454,21.81
22455,25.78
22456,27.41
22457,23.01
22458,20.18
22459,18.7
22460,
22461,
22462,
22463,22.97
22464,18.86
22465,17.56
22466,19.11
22467,21.63
22468,22.47
22469,23.63
22470,28.32
22471,25.79
22472,24.34
22473,25.5
22474,
22475,
22476,
22477,24.47
22478,18.64
22479,15.17
22480,13.27
22481,9.8
22482,9.63
22483,11.24
22484,11.17
22485,12.47
22486,15.72
22487,22.93
22488,31.18
22489,32.92
22490,30.47
22491,22.83
22492,22.16
22493,26.26
22494,
22495,
22496,
22497,22.42
22498,26.63
22499,27.06
22500,19.12
22501,21.15
22502,26.23
22503,22.33
22504,23.13
22505,23.77
22506,22.46
22507,23.61
22508,26.25
22509,37.82
22510,42.19
22511,36.54
22512,35.55
22513,36.7
22514,33.53
22515,28.23
22516,22.32
22517,22.31
22518,28.52
22519,28.13
22520,22.87
22521,21.39
22522,25.21
22523,25.01
22524,23.64
22525,28.9
22526,27.55
22527,26.0
22528,28.43
22529,35.21
22530,46.78
22531,53.63
22532,56.77
22533,51.34
22534,52.05
22535,55.31
22536,54.34
22537,48.43
22538,45.28
22539,47.09
22540,48.27
22541,44.89
22542,39.58
22543,37.21
22544,39.01
22545,45.92
22546,44.54
22547,41.07
22548,44.73
22549,41.46
22550,39.14
22551,40.02
22552,37.07
22553,39.23
22554,43.5
22555,44.59
22556,47.84
22557,52.91
22558,54.22
22559,50.17
22560,47.8
22561,42.09
22562,37.78
22563,39.83
22564,41.19
22565,40.19
22566,38.55
22567,36.74
22568,44.07
22569,50.39
22570,48.48
22571,47.32
22572,51.66
22573,51.52
22574,46.35
22575,47.32
22576,49.87
22577,49.26
22578,52.67
22579,54.38
22580,55.35
22581,58.48
22582,64.92
22583,61.15
22584,58.68
22585,59.98
22586,56.29
22587,
22588,
22589,
22590,55.11
22591,54.32
22592,52.87
22593,54.33
22594,59.39
22595,60.42
22596,56.14
22597,53.16
22598,50.1
22599,45.4
22600,41.67
22601,42.92
22602,55.47
22603,66.95
22604,62.98
22605,58.23
22606,53.85
22607,45.18
22608,41.42
22609,46.36
22610,48.83
22611,47.67
22612,46.21
22613,40.64
22614,40.32
22615,44.86
22616,45.38
22617,40.81
22618,41.77
22619,41.28
22620,38.47
22621,38.85
22622,39.2
22623,46.17
22624,52.5
22625,
22626,
22627,
22628,35.13
22629,32.09
22630,29.99
22631,24.77
22632,23.66
22633,26.54
22634,29.79
22635,32.92
22636,34.68
22637,35.29
22638,34.61
22639,29.45
22640,
22641,37.48
22642,
22643,
22644,30.54
22645,25.95
22646,25.45
22647,23.34
22648,20.43
22649,17.64
22650,16.77
22651,11.87
22652,11.61
22653,17.09
22654,20.76
22655,20.35
22656,21.18
22657,25.0
22658,28.67
22659,31.4
22660,32.49
22661,28.58
22662,25.75
22663,31.21
22664,43.46
22665,52.29
22666,59.56
22667,70.46
22668,66.9
22669,53.16
22670,50.49
22671,47.74
22672,36.89
22673,29.12
22674,25.58
22675,21.89
22676,20.47
22677,19.28
22678,22.32
22679,24.08
22680,21.32
22681,21.51
22682,19.82
22683,22.21
22684,26.92
22685,25.76
22686,26.37
22687,29.38
22688,29.65
22689,31.03
22690,31.98
22691,28.98
22692,24.63
22693,24.47
22694,22.37
22695,23.75
22696,24.06
22697,22.67
22698,21.7
22699,15.67
22700,15.73
22701,19.0
22702,20.86
22703,23.62
22704,19.84
22705,20.0
22706,24.65
22707,26.46
22708,
22709,
22710,
22711,33.6
22712,30.57
22713,27.27
22714,25.88
22715,22.94
22716,20.95
22717,22.65
22718,21.54
22719,18.48
22720,16.99
22721,14.58
22722,20.93
22723,25.27
22724,22.59
22725,29.22
22726,30.96
22727,24.49
22728,24.72
22729,24.73
22730,20.41
22731,20.74
22732,23.59
22733,21.09
22734,19.0
22735,22.41
22736,25.79
22737,28.49
22738,28.97
22739,29.56
22740,30.21
22741,30.01
22742,29.62
22743,28.82
22744,28.31
22745,32.86
22746,40.36
22747,39.63
22748,42.85
22749,46.48
22750,46.36
22751,47.72
22752,47.79
22753,43.73
22754,37.94
22755,36.27
22756,37.06
22757,33.82
22758,35.38
22759,38.75
22760,36.4
22761,40.6
22762,44.57
22763,40.99
22764,38.5
22765,37.23
22766,33.19
22767,31.89
22768,34.29
22769,39.99
22770,50.26
22771,59.21
22772,71.84
22773,93.73
22774,103.21
22775,102.46
22776,94.19
22777,79.88
22778,68.64
22779,59.37
22780,59.39
22781,60.84
22782,54.79
22783,49.57
22784,51.05
22785,51.91
22786,48.09
22787,48.92
22788,56.38
22789,56.88
22790,60.73
22791,72.38
22792,71.03
22793,72.41
22794,86.25
22795,91.07
22796,90.75
22797,96.44
22798,89.06
22799,77.54
22800,71.81
22801,59.35
22802,53.68
22803,57.97
22804,59.21
22805,59.79
22806,66.69
22807,
22808,63.68
22809,66.44
22810,62.3
22811,60.47
22812,57.25
22813,59.76
22814,53.86
22815,49.92
22816,52.77
22817,54.24
22818,65.15
22819,82.92
22820,99.15
22821,105.12
22822,106.93
22823,101.39
22824,90.59
22825,76.57
22826,68.9
22827,73.49
22828,84.28
22829,82.72
22830,78.36
22831,68.52
22832,64.63
22833,64.29
22834,60.7
22835,53.95
22836,48.67
22837,46.54
22838,42.62
22839,42.45
22840,42.47
22841,39.26
22842,45.02
22843,44.45
22844,39.87
22845,38.35
22846,35.38
22847,30.63
22848,30.54
22849,30.28
22850,27.8
22851,30.78
22852,32.58
22853,
22854,
22855,
22856,32.51
22857,34.44
22858,34.52
22859,28.66
22860,25.59
22861,25.06
22862,24.01
22863,27.0
22864,26.16
22865,23.88
22866,26.25
22867,30.28
22868,29.66
22869,29.86
22870,31.33
22871,28.93
22872,26.67
22873,26.26
22874,32.22
22875,38.96
22876,50.29
22877,56.12
22878,54.83
22879,48.66
22880,47.39
22881,50.19
22882,47.87
22883,41.7
22884,37.28
22885,33.25
22886,29.45
22887,26.45
22888,26.03
22889,31.45
22890,31.34
22891,29.92
22892,32.84
22893,37.2
22894,35.15
22895,32.4
22896,29.87
22897,25.74
22898,23.2
22899,29.49
22900,39.55
22901,46.43
22902,46.91
22903,43.49
22904,39.66
22905,40.24
22906,46.19
22907,45.49
22908,38.76
22909,36.93
22910,39.54
22911,42.39
22912,42.14
22913,35.57
22914,28.19
22915,27.18
22916,27.85
22917,23.27
22918,20.81
22919,19.87
22920,22.15
22921,24.27
22922,21.58
22923,15.48
22924,14.01
22925,20.99
22926,24.25
22927,20.83
22928,23.48
22929,24.51
22930,21.78
22931,19.96
22932,18.76
22933,14.83
22934,11.59
22935,14.54
22936,18.69
22937,15.76
22938,13.31
22939,15.79
22940,16.22
22941,14.63
22942,18.72
22943,20.35
22944,15.41
22945,16.89
22946,19.61
22947,18.89
22948,18.61
22949,16.05
22950,20.07
22951,23.74
22952,25.93
22953,32.35
22954,
22955,
22956,
22957,
22958,
22959,
22960,
22961,
22962,
22963,
22964,
22965,
22966,
22967,
22968,
22969,
22970,
22971,
22972,
22973,
22974,24.37
22975,27.22
22976,23.2
22977,21.08
22978,25.55
22979,28.06
22980,29.41
22981,28.94
22982,28.2
22983,32.34
22984,35.57
22985,32.41
22986,30.4
22987,32.29
22988,32.17
22989,33.98
22990,35.8
22991,35.25
22992,36.52
22993,38.82
22994,47.16
22995,59.42
22996,64.24
22997,66.12
22998,60.7
22999,54.73
23000,54.95
23001,50.53
23002,43.52
23003,40.82
23004,37.81
23005,38.22
23006,38.61
23007,36.03
23008,37.61
23009,40.72
23010,39.33
23011,40.03
23012,41.61
23013,43.66
23014,47.0
23015,41.53
23016,36.43
23017,34.93
23018,36.44
23019,41.0
23020,40.45
23021,39.05
23022,39.47
23023,36.85
23024,31.93
23025,30.76
23026,29.77
23027,27.45
23028,33.42
23029,36.32
23030,32.4
23031,36.59
23032,40.74
23033,39.65
23034,43.78
23035,48.71
23036,52.48
23037,54.17
23038,51.21
23039,51.06
23040,52.79
23041,51.01
23042,48.78
23043,62.63
23044,73.06
23045,87.44
23046,101.88
23047,
23048,
23049,222.23
23050,121.79
23051,63.87
23052,117.73
23053,187.62
23054,125.64
23055,73.63
23056,69.44
23057,53.69
23058,50.79
23059,53.46
23060,53.27
23061,54.4
23062,55.07
23063,48.2
23064,38.94
23065,41.77
23066,48.39
23067,51.46
23068,53.01
23069,45.94
23070,46.59
23071,49.75
23072,40.38
23073,38.97
23074,44.17
23075,42.66
23076,39.0
23077,36.05
23078,31.55
23079,30.62
23080,28.3
23081,
23082,
23083,
23084,25.53
23085,29.86
23086,30.48
23087,27.8
23088,27.45
23089,28.9
23090,28.51
23091,31.71
23092,36.83
23093,37.36
23094,36.37
23095,35.1
23096,35.01
23097,41.31
23098,42.96
23099,40.05
23100,38.35
23101,36.12
23102,34.44
23103,31.76
23104,32.25
23105,31.43
23106,32.27
23107,34.8
23108,37.14
23109,40.23
23110,40.52
23111,37.73
23112,32.84
23113,27.91
23114,25.81
23115,27.51
23116,
23117,
23118,
23119,35.08
23120,36.21
23121,38.89
23122,39.51
23123,35.35
23124,37.98
23125,40.69
23126,37.44
23127,34.61
23128,28.65
23129,
23130,
23131,
23132,34.78
23133,46.41
23134,48.17
23135,45.05
23136,48.92
23137,46.61
23138,46.44
23139,55.62
23140,61.35
23141,63.07
23142,67.32
23143,76.86
23144,80.94
23145,84.2
23146,89.96
23147,85.26
23148,76.03
23149,70.19
23150,63.76
23151,65.24
23152,75.38
23153,90.14
23154,100.95
23155,98.12
23156,90.09
23157,85.99
23158,87.87
23159,87.05
23160,82.06
23161,74.61
23162,72.07
23163,72.93
23164,67.98
23165,63.12
23166,59.77
23167,60.57
23168,62.99
23169,63.93
23170,65.09
23171,65.94
23172,64.39
23173,60.86
23174,58.64
23175,58.87
23176,55.73
23177,53.04
23178,57.74
23179,56.59
23180,46.69
23181,44.1
23182,47.42
23183,49.1
23184,50.04
23185,48.72
23186,53.02
23187,57.62
23188,57.79
23189,52.73
23190,48.59
23191,50.44
23192,47.98
23193,44.65
23194,43.99
23195,45.93
23196,46.12
23197,41.1
23198,37.03
23199,35.17
23200,40.13
23201,46.9
23202,46.8
23203,43.64
23204,43.33
23205,48.7
23206,50.56
23207,49.13
23208,52.23
23209,59.97
23210,66.38
23211,67.94
23212,67.76
23213,66.08
23214,65.43
23215,61.81
23216,59.4
23217,62.16
23218,62.41
23219,54.27
23220,48.6
23221,51.46
23222,45.19
23223,41.79
23224,40.18
23225,45.97
23226,45.6
23227,37.57
23228,40.48
23229,36.99
23230,38.21
23231,37.7
23232,35.01
23233,38.79
23234,36.21
23235,29.36
23236,32.84
23237,35.59
23238,32.01
23239,28.02
23240,28.7
23241,37.32
23242,39.36
23243,36.73
23244,36.26
23245,36.36
23246,33.56
23247,35.04
23248,40.04
23249,40.98
23250,41.12
23251,42.47
23252,43.79
23253,46.28
23254,43.67
23255,41.9
23256,45.5
23257,45.69
23258,49.66
23259,57.41
23260,67.24
23261,78.19
23262,73.37
23263,60.3
23264,53.05
23265,48.87
23266,48.27
23267,46.37
23268,43.19
23269,40.58
23270,38.68
23271,37.63
23272,37.32
23273,36.99
23274,35.53
23275,33.23
23276,29.66
23277,29.08
23278,30.16
23279,31.12
23280,31.03
23281,41.48
23282,49.78
23283,57.1
23284,63.79
23285,59.95
23286,60.28
23287,62.83
23288,54.62
23289,49.69
23290,47.47
23291,39.61
23292,35.15
23293,31.8
23294,37.52
23295,43.63
23296,42.95
23297,39.22
23298,32.21
23299,34.97
23300,35.44
23301,30.82
23302,32.5
23303,32.35
23304,32.8
23305,34.5
23306,40.23
23307,51.12
23308,60.88
23309,60.48
23310,55.08
23311,52.5
23312,50.38
23313,51.58
23314,50.8
23315,49.32
23316,47.38
23317,41.73
23318,41.01
23319,39.85
23320,34.3
23321,32.31
23322,29.22
23323,22.41
23324,16.98
23325,19.16
23326,23.6
23327,27.55
23328,28.91
23329,27.3
23330,31.67
23331,31.88
23332,29.62
23333,30.79
23334,26.19
23335,27.37
23336,31.3
23337,35.51
23338,35.73
23339,31.37
23340,30.67
23341,
23342,
23343,
23344,34.27
23345,33.85
23346,34.98
23347,38.73
23348,34.79
23349,28.24
23350,31.76
23351,34.56
23352,31.55
23353,34.11
23354,36.46
23355,34.38
23356,32.11
23357,33.2
23358,32.24
23359,33.74
23360,37.57
23361,37.29
23362,37.31
23363,38.1
23364,41.08
23365,39.54
23366,35.62
23367,37.12
23368,37.36
23369,37.53
23370,41.08
23371,46.29
23372,51.85
23373,56.71
23374,56.73
23375,51.05
23376,49.31
23377,48.37
23378,47.29
23379,49.28
23380,50.52
23381,47.3
23382,43.97
23383,45.59
23384,45.29
23385,45.2
23386,51.25
23387,52.33
23388,49.57
23389,60.41
23390,75.2
23391,78.26
23392,79.32
23393,82.4
23394,76.31
23395,69.43
23396,73.09
23397,79.46
23398,77.27
23399,66.36
23400,57.96
23401,52.51
23402,45.76
23403,42.84
23404,41.2
23405,36.53
23406,32.2
23407,31.84
23408,35.2
23409,39.86
23410,43.95
23411,39.74
23412,34.65
23413,35.93
23414,34.47
23415,33.72
23416,38.2
23417,40.11
23418,38.86
23419,36.8
23420,38.49
23421,40.22
23422,40.7
23423,39.02
23424,34.4
23425,33.47
23426,32.41
23427,32.68
23428,35.43
23429,32.69
23430,32.22
23431,34.28
23432,32.13
23433,26.45
23434,26.29
23435,31.82
23436,
23437,
23438,
23439,
23440,26.29
23441,30.13
23442,32.66
23443,32.16
23444,33.0
23445,33.84
23446,35.91
23447,33.69
23448,31.6
23449,37.46
23450,39.16
23451,41.33
23452,52.17
23453,55.69
23454,49.62
23455,44.66
23456,37.28
23457,35.39
23458,33.56
23459,26.97
23460,23.16
23461,22.48
23462,21.31
23463,16.58
23464,15.69
23465,23.66
23466,25.54
23467,20.99
23468,20.73
23469,21.72
23470,20.23
23471,18.35
23472,22.35
23473,37.86
23474,53.88
23475,62.79
23476,56.62
23477,47.66
23478,46.87
23479,42.82
23480,38.78
23481,37.4
23482,32.07
23483,30.98
23484,34.4
23485,32.65
23486,27.22
23487,21.1
23488,21.52
23489,25.05
23490,28.1
23491,29.36
23492,
23493,34.09
23494,
23495,
23496,30.6
23497,31.47
23498,32.03
23499,50.18
23500,70.3
23501,78.26
23502,79.89
23503,65.73
23504,51.86
23505,48.04
23506,42.69
23507,38.15
23508,32.61
23509,29.93
23510,28.92
23511,33.49
23512,40.1
23513,38.55
23514,34.48
23515,32.13
23516,31.93
23517,32.42
23518,36.39
23519,38.39
23520,31.41
23521,26.33
23522,28.63
23523,38.31
23524,47.49
23525,46.64
23526,45.28
23527,44.94
23528,42.98
23529,44.82
23530,40.02
23531,32.67
23532,31.02
23533,30.9
23534,30.0
23535,27.47
23536,25.37
23537,25.02
23538,24.4
23539,23.21
23540,26.17
23541,28.73
23542,28.66
23543,30.4
23544,28.69
23545,29.1
23546,30.65
23547,35.95
23548,44.52
23549,45.58
23550,39.09
23551,33.97
23552,30.8
23553,26.4
23554,26.35
23555,26.39
23556,26.14
23557,24.35
23558,22.74
23559,18.54
23560,23.21
23561,31.03
23562,
23563,
23564,
23565,30.51
23566,29.05
23567,25.41
23568,27.97
23569,30.24
23570,37.49
23571,48.37
23572,51.27
23573,41.31
23574,36.9
23575,38.14
23576,33.79
23577,29.88
23578,33.11
23579,
23580,
23581,
23582,28.27
23583,25.72
23584,26.31
23585,31.47
23586,35.97
23587,35.56
23588,34.74
23589,39.16
23590,42.72
23591,39.5
23592,37.67
23593,36.08
23594,32.6
23595,35.84
23596,43.26
23597,50.92
23598,60.55
23599,65.02
23600,60.87
23601,273.45
23602,321.05
23603,45.16
23604,27.69
23605,23.07
23606,34.84
23607,37.05
23608,42.16
23609,41.61
23610,164.05
23611,284.41
23612,188.85
23613,93.49
23614,73.22
23615,57.81
23616,44.41
23617,42.09
23618,43.81
23619,40.1
23620,43.09
23621,52.35
23622,47.73
23623,45.19
23624,42.73
23625,41.66
23626,43.19
23627,39.85
23628,41.31
23629,46.72
23630,45.59
23631,43.74
23632,41.72
23633,37.94
23634,35.73
23635,34.42
23636,37.94
23637,47.01
23638,46.31
23639,37.63
23640,33.26
23641,29.79
23642,27.8
23643,32.56
23644,33.03
23645,32.33
23646,34.78
23647,35.64
23648,37.76
23649,64.76
23650,96.61
23651,104.92
23652,105.48
23653,98.98
23654,83.33
23655,64.26
23656,62.77
23657,68.47
23658,64.83
23659,58.71
23660,49.51
23661,43.54
23662,37.68
23663,43.51
23664,45.88
23665,39.44
23666,37.46
23667,34.17
23668,28.57
23669,26.53
23670,28.81
23671,27.46
23672,26.38
23673,33.47
23674,35.77
23675,27.54
23676,26.6
23677,25.35
23678,20.62
23679,22.29
23680,24.7
